Flood_ID,ISO,Country,Subregion,Region,Location,River Basin,Start Date,End Date,Duration,Language_ISO_639_3,Local_Languages
58,URY,Uruguay,Latin America and the Caribbean,Americas,"Florida, San Jose; Rosario, Nueva Helvecia Cities (Colonia); Canelones, San Jose, Cero Largo, Paysandú, Rivera, Rocha, Durazno",,2024-03-16,2024-03-28,12,spa,Spanish
59,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Bajo Acre, Bajo Virtudes and Velmonte (Cobija Municipality, Pando)",Acre River,2024-02-27,2024-03-28,30,spa,Spanish
60,BRA,Brazil,Latin America and the Caribbean,Americas,"Mimoso do Sul, Apiacá Municipal, Vargem Alta Muniz Freire and Bom Jesus do Norte municipalities (Espirito Santo); Rio de Janeiro States)",,2024-03-22,2024-03-26,4,por,Portuguese
61,PER,Peru,Latin America and the Caribbean,Americas,"Molinos District, Juja Province, Junín Department; San Juan District, Sihuas Province, Ancash Department",,2024-03-10,2024-03-12,2,spa,Spanish
62,BRA,Brazil,Latin America and the Caribbean,Americas,"Formosa da Serra Negra, São Roberto, São João do Sóter, Tuntum, Monção, Pindaré-Mirim, Conceição do Lago Açu, Lago da Pedra, Lagoa Grande do Maranhão, Carutapera, Governador Nunes Freire, Boa Vista do Gurupi, and Trizidela do Vale (Maranhao state)",,2024-04-01,2024-04-04,3,por,Portuguese
63,USA,United States of America,Northern America,Americas,"Texas, Louisiana, MIssissippi, Florida, Colorado, Nebraska, and Wyoming",,2024-04-06,2024-04-11,5,eng,English
64,ARG,Argentina,Latin America and the Caribbean,Americas,Corrientes and Entre Ríos,,2024-05-01,2024-05-13,12,spa,Spanish
65,BRA,Brazil,Latin America and the Caribbean,Americas,"Metropolitan, Central, Vale do Rio Pardo, Vale do Taquari, and Serra Gaúcha areas (Rio Grande do Sul)",,2024-05-02,2024-06-05,34,por,Portuguese
66,URY,Uruguay,Latin America and the Caribbean,Americas,"Ortigas, Cerro Largo, Durazno, Paysandú, Rocha, Salto, Soriano, Tacuarembó and Treinta y Tres",,2024-05-12,2024-05-14,2,spa,Spanish
67,CHL,Chile,Latin America and the Caribbean,Americas,"Ñuble, Biobío, Araucanía, Maule, Los Ríos; O'HIggins, santiago regions",,2024-06-04,2024-06-14,10,spa,Spanish
68,GTM,Guatemala,Latin America and the Caribbean,Americas,"Suchitepéquez, San Marcos, Jutiapa, Sacatepequez, Guatemala Department",,2024-06-07,2024-07-01,24,spa,Spanish
69,USA,United States of America,Northern America,Americas,"Iowa, South Dakota, Minnesota, Nebraska, Wisconsin and Michigan.",,2024-06-16,2024-06-23,7,eng,English
70,USA,United States of America,Northern America,Americas,"Roswell (Chaves county, Eastern New Mexico)",,2024-10-18,2024-10-20,2,eng,English
71,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Duarte, El Seibo, Espaillat, Hato Mayor, La Altagracia, Maria Trinidad Sanches, Puerto Plata, Samanà",,2024-11-10,2024-11-12,2,spa,Spanish
72,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,La Paz capital city area,Pasajahuira river,2024-11-23,2024-11-24,1,spa,Spanish
73,CRI,Costa Rica,Latin America and the Caribbean,Americas,"Guanacaste, Puntarenas",,2024-11-12,2024-11-26,14,spa,Spanish
74,BRA,Brazil,Latin America and the Caribbean,Americas,Carapicuíba (São Paulo state),,2025-01-24,2025-01-25,1,por,Portuguese
75,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Chuquisaca, La Paz, Tarija, Cochabamba, Santa Cruz and Potosí",,2025-02-05,2025-02-13,8,spa,Spanish
76,PER,Peru,Latin America and the Caribbean,Americas,Tiquillaca district (Puno region),,2025-02-17,2025-02-21,4,spa,Spanish
77,PER,Peru,Latin America and the Caribbean,Americas,Huancavelica,,2025-01-01,2025-02-26,56,spa,Spanish
78,PER,Peru,Latin America and the Caribbean,Americas,"Amazonas, Áncash, Apurímac, Arequipa, Ayacucho, Cusco, Huancavelica, Huánuco, Ica, Junín, La Libertad, Lima, Moquegua, Pasco, Piura, Tacna, Tumbes, and Ucayali provinces",,2025-03-01,2025-03-06,5,spa,Spanish
79,BRA,Brazil,Latin America and the Caribbean,Americas,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",,2025-04-03,2025-04-05,2,por,Portuguese
80,USA,United States of America,Northern America,Americas,"New York; Middlesex, Union, and Somerset (New Jersey); Washington DC, Petersburg (Virginia); Maryland, for Lancaster County (Pennsylvania)",,2025-07-11,2025-07-15,4,eng,English
81,COL,Colombia,Latin America and the Caribbean,Americas,"Arauca, Caqueta, Choco, Putumayo, Vichada",,2025-06-01,2025-07-04,33,spa,Spanish
82,MEX,Mexico,Latin America and the Caribbean,Americas,La Martinica (Jalisco State),,2025-07-15,2025-07-15,0,spa,Spanish
83,MEX,Mexico,Latin America and the Caribbean,Americas,"Veracruz, Puebla, Hidalgo, San Luis Potosí, and Querétaro states",,2025-10-06,2025-10-09,3,spa,Spanish
84,HND,Honduras,Latin America and the Caribbean,Americas,"Francisco Morazán, La Paz, Intibucá, and Lempira departments",,2025-10-17,2025-10-20,3,spa,Spanish
85,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"El Torno, La Guardia and Cotoca municipalities (Santa Cruz department); Beni, Cochabamba",Piraí and Espejos rivers,2025-12-12,2025-12-16,4,spa,Spanish
86,PER,Peru,Latin America and the Caribbean,Americas,"Santa Rosa de Alto Yanajanca district, Marañón province (Huanuco Department)",Santa Martha River,2021-02-10,2021-02-11,1,spa,Spanish
87,BRA,Brazil,Latin America and the Caribbean,Americas,"Alfredo Chaves, Iconha Municipalities (Espirito Santo State); Minas Gerais state; Rio de Janeiro",,2020-01-17,2020-01-27,10,por,Portuguese
88,PER,Peru,Latin America and the Caribbean,Americas,Uchumayo (Arequipa); Monzón (Huanuco Department),,2020-01-23,2020-01-24,1,spa,Spanish
89,ECU,Ecuador,Latin America and the Caribbean,Americas,"Machala City (El Oro Province); Manabí,Morona Santiago Provinces",,2020-02-22,2020-02-24,2,spa,Spanish
90,BRA,Brazil,Latin America and the Caribbean,Americas,Rio de Janeiro State,,2020-02-29,2020-03-02,2,por,Portuguese
91,BRA,Brazil,Latin America and the Caribbean,Americas,"Guaruja , Santos, Sao Vicente (Baixada Santista Regions, Sao Paulo state)",,2020-03-02,2020-03-03,1,por,Portuguese
92,USA,United States of America,Northern America,Americas,"Midland Country, Edenville, Sanford (Central Michigan State)",,2020-05-17,2020-05-20,3,eng,English
93,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,Tachira State,,2020-11-08,2020-11-17,9,spa,Spanish
94,MEX,Mexico,Latin America and the Caribbean,Americas,"Chiapas, Tabasco, Veracruz",,2020-11-09,2020-11-10,1,spa,Spanish
95,BRA,Brazil,Latin America and the Caribbean,Americas,Sao Paulo state,,2022-01-01,2022-02-04,34,por,Portuguese
96,BRA,Brazil,Latin America and the Caribbean,Americas,Santa Catarina State,,2021-06-08,2021-06-09,1,por,Portuguese
97,USA,United States of America,Northern America,Americas,"Utah, Nevada, Arizona, New Mexico",,2021-07-22,2021-07-28,6,eng,English
98,GTM,Guatemala,Latin America and the Caribbean,Americas,"San Marcos, Sololá, Guatemala and Santa Rosa Departments",,2021-09-13,2021-09-14,1,spa,Spanish
99,MEX,Mexico,Latin America and the Caribbean,Americas,"Hidalgo, Mexico, Morelos, Jalisco states",Tula and Rosas Rivers,2021-09-02,2021-09-07,5,spa,Spanish
100,BRA,Brazil,Latin America and the Caribbean,Americas,Florianopolis and Vale do Itajai (Santa Catarina State ),,2022-05-03,2022-05-05,2,por,Portuguese
101,COL,Colombia,Latin America and the Caribbean,Americas,Ibagué City (central Tolima Departement),Combeima river,2021-09-22,2021-09-29,7,spa,Spanish
102,USA,United States of America,Northern America,Americas,"Kentucky, Missouri",,2022-07-26,2022-07-31,5,eng,English
103,BRA,Brazil,Latin America and the Caribbean,Americas,Minas Gerais,,2022-01-01,2022-01-14,13,por,Portuguese
104,ECU,Ecuador,Latin America and the Caribbean,Americas,"Cotopaxi, Azuay, Chimborazo, El Oro, Esmeraldas, Guayas, Los Ríos, Pichincha Provinces",,2022-03-07,2022-03-08,1,spa,Spanish
105,BRA,Brazil,Latin America and the Caribbean,Americas,"Angra dos Reis, Paraty, Mesquita, Duque de Caxias, Cachoeiras de Macacu (Rio de Janeiro state)",,2022-04-01,2022-04-04,3,por,Portuguese
106,COL,Colombia,Latin America and the Caribbean,Americas,"Cundinamarca, Cauca, Antioquia, Huila, Nariño, Caldas, Quindío, Risaralda, Tolima, and Valle del Cauca",,2022-03-15,2022-04-03,19,spa,Spanish
107,ECU,Ecuador,Latin America and the Caribbean,Americas,"Pastaza, Zamora Chinchipe, Azuay, Chimborazo,Tungurahua provinces",Pastaza Rive,2022-07-03,2022-07-05,2,spa,Spanish
108,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,"Barinas, Táchira, and Miranda states",,2022-08-10,2022-08-11,1,spa,Spanish
109,MEX,Mexico,Latin America and the Caribbean,Americas,"Culiacán, Mocorito, Guasave, and Elota (Sinaloa State); Oaxaca, Coahuila, Tamaulipas, Veracruz and Morelos states",,2022-08-28,2022-09-01,4,spa,Spanish
110,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,Macuto and Caraballeda Parishes (La Guaira State),,2022-10-27,2022-11-02,6,spa,Spanish
111,BRA,Brazil,Latin America and the Caribbean,Americas,Rodeio Municipality (Santa Caterina State),,2023-01-17,2023-01-18,1,por,Portuguese
112,ECU,Ecuador,Latin America and the Caribbean,Americas,"Chone Canton (Manabí); Guayas; Los Ríos, Santa Elena, Cotopaxi, El Oro, Santo Domingo de Los Tsáchilas, Imbabura, Esmeraldas, and Chimborazo",,2023-01-01,2023-04-23,112,spa,Spanish
113,PER,Peru,Latin America and the Caribbean,Americas,"Cajamarca, La Libertad, Lambayeque, Ancash, Lima, Piura, Arequipa and Tumbes, departments.",,2023-01-01,2023-03-29,87,spa,Spanish
114,PER,Peru,Latin America and the Caribbean,Americas,"Piura, Lambayeque, Huancavelica, Lima, La Libertad DepartmentS",,2023-04-10,2023-04-12,2,spa,Spanish
115,ECU,Ecuador,Latin America and the Caribbean,Americas,"Atacames, Esmeraldas, Quinindé and Muisne",,2023-06-01,2023-06-08,7,spa,Spanish
116,GTM,Guatemala,Latin America and the Caribbean,Americas,"Alta Verapaz, Escuintla, Baja Verapaz, Guatemala, Suchitepéques, Zacapa and Totonicapán Departments",,2023-05-01,2023-10-11,163,spa,Spanish
117,BRA,Brazil,Latin America and the Caribbean,Americas,"Rio do Sul, Tubarão, Blumenau, and Lontras municipalities (Santa Catarina state)",,2023-10-10,2023-10-10,0,por,Portuguese
118,PRY,Paraguay,Latin America and the Caribbean,Americas,"Alto Paranà, Itapua, Misiones, Neembucu",Parana river,2023-10-30,2023-11-04,5,spa,Spanish
119,COL,Colombia,Latin America and the Caribbean,Americas,"Atlantico, Bolivar, Magdalena, La Guajira",,2023-10-30,2023-11-28,29,spa,Spanish
120,PER,Peru,Latin America and the Caribbean,Americas,"Chilca District, Huancan District and Huancayo District (Huancayo Province, Junìn Department)",,2023-11-27,2023-11-29,2,spa,Spanish
121,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"La Paz, Santa Cruz, Potosi, Beni, Cochabamba,Tarija Departments",Sapahaqui River,2020-02-13,2020-02-13,0,spa,Spanish
122,BRA,Brazil,Latin America and the Caribbean,Americas,Florianópolis City (Santa Caterina State),,2021-01-21,2021-01-24,3,por,Portuguese
123,PER,Peru,Latin America and the Caribbean,Americas,"Tambopata, Tahuamanu, Manu Provinces; Ucayali, Loreto, Junín, Cusco regions (Madre de Dios Department)",,2021-02-12,2021-02-20,8,spa,Spanish
124,PER,Peru,Latin America and the Caribbean,Americas,"Tambogrande, Las Loma, Chulucanas, Canchaque, Máncora,San Miguel de El Faique distrcits (Morropón, Piura, Huancabamba , Sullana Provinces - Piura Region)",,2021-03-03,2021-03-04,1,spa,Spanish
125,USA,United States of America,Northern America,Americas,"Davidson, Rutherford, Sullivan, Wilson counties; Nashville Metropolitan Region, Lower Mississippi and Tennessee Valley (Tennessee); Arkansas, Alabama, Georgia, Mississippi, South Carolina, North Carolina, Virginia, Pennsylvania, Maryland, New Jersey",,2021-03-27,2021-03-28,1,eng,English
126,PER,Peru,Latin America and the Caribbean,Americas,Nauta District (Loreto Province); San Martin region,,2021-04-01,2021-04-15,14,spa,Spanish
127,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Omereque, Raqaypampa municipalities (Cochabamba Department)",,2021-04-23,2021-04-26,3,spa,Spanish
128,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,Febres Cordero Municipality (Merida State),San Pedro River,2021-04-30,2021-05-04,4,spa,Spanish
129,ECU,Ecuador,Latin America and the Caribbean,Americas,Cuenca Canton (Azuay Province),Tarqui River,2021-05-15,2021-05-16,1,spa,Spanish
130,GTM,Guatemala,Latin America and the Caribbean,Americas,"Livingston Town Area (Izabal Department); Alta Verapaz, Baja Verapaz, Petén, Quetzaltenango, San Marcos, Santa Rosa, Sololá, Suchitepéquez departments",,2021-05-21,2021-07-25,65,spa,Spanish
131,BRA,Brazil,Latin America and the Caribbean,Americas,"Parintins, Manacapuru, Careiro da Várzea, Manaus municipalities (Amazonas State)","Amazon, Solimões and Negro Rivers",2021-04-20,2021-04-23,3,por,Portuguese
132,GUY,Guyana,Latin America and the Caribbean,Americas,"Regions 3, 4, 5, 6, 7, 9 and 10",,2021-05-11,2021-06-15,35,eng,English
133,COL,Colombia,Latin America and the Caribbean,Americas,Chocó Department,"Baudó, Oro Chocó, Pepé and Dubasa rivers",2021-11-19,2021-11-20,1,spa,Spanish
134,COL,Colombia,Latin America and the Caribbean,Americas,Meta Department,,2022-05-25,2022-05-27,2,spa,Spanish
135,CHL,Chile,Latin America and the Caribbean,Americas,"Libertador, Maule, Metropolitana; Valparaíso; Nuble","Aconcagua; Maipo; Mapocho; Tinguiriricq; Cachapoal; Mataquito, Achibueno, Putagán, Ancoa, Longaví ; Ñuble, Chillán, Diguillín; Laja, Duqueco, Biobío, Carampangue, Ranas, and Curanilahue rivers",2023-06-21,2023-06-25,4,spa,Spanish
136,BRA,Brazil,Latin America and the Caribbean,Americas,"Alagoas, Pernambuco, and Rio Grande do Norte States",,2022-07-05,2022-07-06,1,por,Portuguese
137,GUY,Guyana,Latin America and the Caribbean,Americas,"Mahaica-Berbice, Upper Demerara-Upper Berbice, Cuyuni-Mazaruni, and Upper Takutu-Upper Essequibo Regions","Rupununi, Berbice Rivers",2022-05-15,2022-06-02,18,eng,English
138,USA,United States of America,Northern America,Americas,"Yellowstone National Park (Wyoming, Montana and Idaho states)",,2022-06-11,2022-06-14,3,eng,English
139,BRA,Brazil,Latin America and the Caribbean,Americas,"Miracema, Laje do Muriae, Santo Antonio de Padua, Italva and Itaocara municipalities (Rio de Janeiro state)",,2022-02-13,2022-02-16,3,por,Portuguese
